id,word,explanation,char_count;;;;;;;;;;;;;;;;;;;;;;;;;
1012,harum,(1) wangi;;;;;;;;;;;;;;;;;;;;;;;;;
1013,hasai,rapuh: tali itu sudah hasai,5;;;;;;;;;;;;;;;;;;;;;;;;;
1014,hasan,baik; gagap;;;;;;;;;;;;;;;;;;;;;;;;
1015,hasud,dengki;;;;;;;;;;;;;;;;;;;;;;;;;
"1019,hebat,""terlampau, amat sangat (dahsyat, ramai, kuat, seru, bagus, menakutkan, dan sebagainya) : pertempuran itu hebat sekali"; sampai habis sama sekali: tidak habis-habis (nya), tidak putus-putusnya; sangat tergesa-gesa; bingung: jawablah dengan tenang, jangan gugup;" (2) riuh tidak keruan bunyinya: gugup riuh bunyinya"",5";;;;;;;;;;;;;;;;;;;;;
1020,heboh,gaduh; (2) terlantar (tidak terpelihara),11;;;;;;;;;;;;;;;;;;;;;;;;
1024,hengkang,pengkar: ada wanita agak hengkang pergi meninggalkan gedung itu,8; kecil-kecil: garam halus;" tidak berkesudahan"",11";;;;;;;;;;;;;;;;;;;;;;;
1026,hermetis,kedap sekali hingga tidak dapat kemasukan udara; tidak halal: haram hukumnya apabila makan bangkai;;;;;;;;;;;;;;;;;;;;;;;;
1031,hibridis,istilah biologi bersifat menjadi hibrida,8; seia sekata,8; (2) tidak kasar; lembut; licin: baju itu dibuat dari bahan yang halus; kulit wanita itu halus; (3) baik (budi bahasa); sopan; beradab; tidak kasar (tentang perbuatan dan sebagainya) : halus budi bahasanya; halus tutur katanya; (4) tidak tampak dan tidak dapat diraba; berupa roh: orang halus; (5) bermutu;" baik (tentang barang tenunan, ukir-ukiran, dan sebagainya) : ia baru saja membeli barang-barang halus di toko itu"",5";;;;;;;;;;;
1032,hibuk,banyak pekerjaan; sedap (baunya): bunga mawar harum baunya; (2) suci; terpelihara; terlindung: tanah haram di mekah itu adalah semulia-mulia tempat di atas bumi; (3) sama sekali tidak; sungguh-sungguh tidak: selangkah haram aku surut; (4) terlarang oleh undang-undang; tidak sah,5;;;;;;;;;;;;;;;;;
"1034,hidrostatis,""mengenai, berhubungan dengan zat cair yang berada dalam keadaan tenang dan mengenai gaya yang bekerja pada zat cair itu"",11";;;;;;;;;;;;;;;;;;;;;;;;;
1035,hidrotermal,istilah geografi dan geologi berkaitan dengan air panas yang biasa dipakai dalam pembentukan logam melalui pemanasan (dengan cairan panas yang naik dari magma yang mendingin),11; elok; (2) kiasan mendapat banyak pujian; masyhur: namanya semakin harum karena tindakannya itu,5;;;;;;;;;;;;;;;;;;;;;;
1037,higienis,berkenaan dengan atau sesuai dengan ilmu kesehatan; iri hati;;;;;;;;;;;;;;;;;;;;;;;;
"1042,hiperkritis,""terlampau suka mengkritik (mengecam, mencela) sampai ke soal yang kecil-kecil"; kedua orang itu menampilkan permainan yang hebat; cantik,5;;;;;;;;;;;;;;;;;;;;;;;
1056,holistis,berhubungan dengan sistem keseluruhan sebagai suatu kesatuan lebih daripada sekadar kumpulan bagian,8; ribut; hasad,5;;;;;;;;;;;;;;;;;;;;;;;
1058,holozoik,istilah biologi bersifat mengambil makanan dari lingkungan dalam bentuk padat,8;;" gempa bumi yang hebat"",5";;;;;;;;;;;;;;;;;;;;;;;
1059,hominoid,menyerupai atau berkenaan dengan manusia,8; kedap udara,8; gempar: orang-orang di pasar menjadi heboh ketika mengetahui adanya kebakaran di kios itu,5;;;;;;;;;;;;;;;;;;;;;;;
1061,homoterm,keadaan suhu danau yang sama dari permukaan sampai ke dasarnya,8;;;;;;;;;;;;;;;;;;;;;;;;;
1068,ideal,sangat sesuai dengan yang dicita-citakan atau diangan-angankan atau dikehendaki: gadis itu sangat ideal untuk menjadi peragawati,5; giat bekerja;;;;;;;;;;;;;;;;;;;;;;;;
1072,idiil,bersangkutan dengan gagasan dasar bernegara atau falsafah kenegaraan,5;;;;;;;;;;;;;;;;;;;;;;;;;
1073,igau-igauan,ramai sekali;; sibuk,5;;;;;;;;;;;;;;;;;;;;;;;
1077,ikhtiari,atas kehendak sendiri; bersih;;;;;;;;;;;;;;;;;;;;;;;;
1081,ilusi,tidak dapat dipercaya; terlampau kritis;;;;;;;;;;;;;;;;;;;;;;;;
1086,imitatif,bersifat tiruan,8;; bebas penyakit,8;;;;;;;;;;;;;;;;;;;;;;;
1087,imperfek,tidak sempurna,8;;;;;;;;;;;;;;;;;;;;;;;;;
1088,imperial,mengenai atau berhubungan dengan kekaisaran atau kerajaan,8;;;;;;;;;;;;;;;;;;;;;;;;;
"1090,implisit,""(1) termasuk (terkandung) di dalamnya (meskipun tidak dinyatakan secara jelas atau terang-terangan)";;;;;;;;;;;;;;;;;;;;;;;;;
1092,impresif,(1) dapat memberi atau meninggalkan kesan yang dalam;;;;;;;;;;;;;;;;;;;;;;;;;
1094,impulsif,bersifat cepat bertindak secara tiba-tiba menurut gerak hati,8;;;;;;;;;;;;;;;;;;;;;;;;;
1101,indriawi,menurut pengindraan,8; riuh rendah: kuda itu tidak mau lari karena mendengar suara igau-igauan,11;;;;;;;;;;;;;;;;;;;;;;;;
1102,induktif,bersifat (secara) induksi,8; atas kemauan sendiri,8;;;;;;;;;;;;;;;;;;;;;;;;
1103,inferensial,dapat disimpulkan,11; palsu,5;;;;;;;;;;;;;;;;;;;;;;;;
1104,inferior,(1) bermutu rendah;;;;;;;;;;;;;;;;;;;;;;;;;
1105,infertil,tidak (kurang) subur,8;;;;;;;;;;;;;;;;;;;;;;;;;
"1106,infleksibel,""istilah linguistik hanya mempunyai satu bentuk dan tidak dapat memperoleh infleksi untuk menun-jukkan kasus, jenis, jumlah, dan sebagainya"",11";;;;;;;;;;;;;;;;;;;;;;;;;
1108,informal,tidak resmi: para kiai adalah pemimpin informal dalam masyarakat,8;;;;;;;;;;;;;;;;;;;;;;;;;
"1114,inkonsisten,""(1) tidak taat asas"; tersimpul di dalamnya;;;;;;;;;;;;;;;;;;;;;;;;
1117,inovatif,bersifat memperkenalkan sesuatu yang baru; mengharukan; terkandung halus;;;;;;;;;;;;;;;;;;;;;;;
1120,insolven,tidak memiliki cukup dana untuk melunasi utang,8;; mengesankan; tersirat; (2) mutlak tanpa ragu-ragu;" secara tulus (tentang kepercayaan, dukungan, kepatuhan, dan sebagainya) "",8";;;;;;;;;;;;;;;;;;;;
1127,intensif,secara sungguh-sungguh dan terus menerus dalam mengerjakan sesuatu hingga memperoleh hasil yang optimal,8;;; (2) dapat mem-pengaruhi perbuatan atau tindakan: warna-warna dipilih dalam komposisi yang impresif,8;;;;;;;;;;;;;;;;;;;;;;
1128,intensional,berdasarkan niat atau keingin-an: kesalahan prosedur itu harus dilihat dalam konteks apakah intensional atau tanpa niat,11;;;;;;;;;;;;;;;;;;;;;;;;;
"1132,internal,""(1) menyangkut bagian dalam (tubuh, diri, mobil, dan sebagainya) ";;;;;;;;;;;;;;;;;;;;;;;;;
1133,interogatif,(1) menunjukkan atau mengandung pertanya-an: pandangan (air muka) interogatif; (2) kiasan (merasa) rendah diri,8;;;;;;;;;;;;;;;;;;;;;;;;
"1140,introver,""(1) bersifat suka memendam rasa dan pikiran sendiri dan tidak mengutarakannya kepada orang lain";;;;;;;;;;;;;;;;;;;;;;;;;
1143,iritatif,bersifat mengganggu: penyebab lain yang sering ditemukan ialah antara lain infeksi rongga hidung dan akibat polutan yang iritatif,8;;;;;;;;;;;;;;;;;;;;;;;;;
1145,iseng,sekadar main-main saja (dp menganggur) untuk perintang-rintang waktu,5;;;;;;;;;;;;;;;;;;;;;;;;;
1147,islamiah,berkenaan dengan agama islam; suka berubah-ubah (tentang sikap atau pendirian seseorang, pemakaian atau pengejaan kata, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
"1148,isobarik,""istilah fisika mempunyai tekanan sama atau tetap, baik terhadap ruang maupun waktu"",8"; ber-sifat pembaruan (kreasi baru): kita mencoba memecahkan masalah pendidikan yang kronis dengan cara-cara inovatif,8; (2) mempunyai bagian-bagian yang tidak bersesuaian;;;;;;;;;;;;;;;;;;;;;;;
1149,isolatif,bersifat isolasi;;; bertentangan; kontradiktif: pemberian itu inkonsisten; (3) tidak serasi; tidak sesuai;" tidak cocok: tindakan orang itu inkonsisten dengan ucapan atau anjuran sendiri"",11";;;;;;;;;;;;;;;;;;
1153,istan,(1) tidak tetap;;;;;;;;;;;;;;;;;;;;;;;;;
"1155,istimewa,""(1) khas (untuk tujuan dan sebagainya yang tentu)";;;;;;;;;;;;;;;;;;;;;;;;;
1158,jahil,(1) bodoh;" (2) dalam (negeri)"",8";;;;;;;;;;;;;;;;;;;;;;;;
1159,jahiriah,jahar,8; (2) istilah linguistik bentuk verba atau tipe kalimat yang digunakan untuk mengungkapkan pertanyaan,11;;;;;;;;;;;;;;;;;;;;;;;;
1160,jahul,jahat; bersifat tertutup;;;;;;;;;;;;;;;;;;;;;;;;
1162,jalal,mahamulia,5;;" (2) istilah zoologi (struktur yang) melekuk ke dalam, seperti struktur hewan bertulang belakang"",8";;;;;;;;;;;;;;;;;;;;;;;
1164,jamil,bagus;;;;;;;;;;;;;;;;;;;;;;;;;
"1170,jarem,""masih terasa agak nyeri (bekas dipijat, dipukul, bekas luka, dan sebagainya) lihat rumput"",5"; bersifat islam: tindak kekerasan itu tidak islamiah karena islam mengutamakan kebajikan,8;;;;;;;;;;;;;;;;;;;;;;;;
1176,jebab,lebar (tentang muka),5;;;;;;;;;;;;;;;;;;;;;;;;;
1179,jejal,penuh sesak; dalam keadaan terisolasi: nilai-nilai tradisi yang bertendensi isolatif harus diupayakan menjadi lebih adaptif,8;;;;;;;;;;;;;;;;;;;;;;;;
"1180,jejas,""lecet (tergores, luka sedikit, dan sebagainya) pada kulit: berkali-kali ditikamnya, tetapi tidak jejas sedikit juga"; (2) sembrono,5;;;;;;;;;;;;;;;;;;;;;;;;
1181,jelak,jemu (akan makanan dan sebagainya) ; khusus: sekolah istimewa didirikan untuk anak-anak tunarungu dan tunawicara;;;;;;;;;;;;;;;;;;;;;;;;
1183,jelas,(1) terang; tidak tahu (terutama tentang ajaran agama): para ulama berkewajiban menuntun golongan jahil dan bebal; (2) lain daripada yang lain;;;;;;;;;;;;;;;;;;;;;;;
1190,jenak,nyenyak;; (2) cakapan (tidak baku) jail,5; luar biasa: di kota itu ia mendapat sambutan istimewa; (3) terutama;" lebih-lebih: ia pandai melukis, istimewa gambar pemandangan"",8";;;;;;;;;;;;;;;;;;;;
1200,jerah,sedang musim (tentang buah-buahan); jahil,5;;;;;;;;;;;;;;;;;;;;;;;;
1202,jerau,merah tua,5;;;;;;;;;;;;;;;;;;;;;;;;;
"1207,jimat,""arkais (tidak lazim) (1) hemat (dalam membelanjakan uang)"; indah,5;;;;;;;;;;;;;;;;;;;;;;;;
"1209,jodoh,""cocok";;;;;;;;;;;;;;;;;;;;;;;;;
1211,jorok,(1) kotor;;;;;;;;;;;;;;;;;;;;;;;;;
1213,judes,lekas marah dan suka membentak-bentak atau menyakiti hati orang; penuh hingga berasak-asak: pengunjung yang jejal menyebabkan penjagaan semakin diperketat,5;;;;;;;;;;;;;;;;;;;;;;;;
"1215,jujai,""terus-menerus, tidak berhentinya (tentang hujan, orang yang pergi datang, dan sebagainya) "",5";" tidak jejas oleh senjata"",5";;;;;;;;;;;;;;;;;;;;;;;;
"1220,kabir,""besar, me.nga.birverba (kata kerja) mengaut (tanah dan sebagainya) arah ke diri sendiri"",5"; puas;;;;;;;;;;;;;;;;;;;;;;;;
1221,kadir,mahakuasa,5; nyata; kenyang: ia sudah jelak makan durian,5;;;;;;;;;;;;;;;;;;;;;;;
1225,kagum,heran (dengan rasa memuji); pulas (tentang tidur),5; gamblang,5;;;;;;;;;;;;;;;;;;;;;;;
1226,kakek-kakek,(1) sudah tua sekali (bagi orang laki-laki); sedang banyak berjangkit (tentang penyakit dan sebagainya),5;;;;;;;;;;;;;;;;;;;;;;;;
"1227,kalap,""(1) lupa diri (ketika marah): ia marah sekali sampai kalap";;;;;;;;;;;;;;;;;;;;;;;;;
"1228,kalas,""nomina (kata benda) istilah pelayaran gelang-gelang atau tali dari rotan pada dayung atau pengayuh: kalas pada kapal itu sudah agak rapuh sama sekali tidak ada yang tinggal"; (2) teliti, cermat (tentang pekerjaan dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
1229,kalem,cakapan (tidak baku) dalam keadaan tidak tergesa-gesa;" tepat: ia telah meminum obat itu, tetapi tidak jodoh"",5";" saksama"",5";;;;;;;;;;;;;;;;;;;;;;;
1231,kalut-malut,kalut-marut,11; (2) cemar;;;;;;;;;;;;;;;;;;;;;;;;
"1232,kamariah,""(1) berkenaan dengan bulan"; ketus; (3) kiasan cabul,5;;;;;;;;;;;;;;;;;;;;;;;
1233,kamil,berasal dari bahasa arab sempurna: tidak seorang pun manusia di dunia ini yang bersifat kamil,5;; tajam mulut: seorang sekretaris harus ramah dan tidak boleh judes,5;;;;;;;;;;;;;;;;;;;;;;;
1245,karbolik,mengandung karbol,8;;;;;;;;;;;;;;;;;;;;;;;;;
"1247,karet,""cakapan (tidak baku) dapat (mudah) mulur dan mengerut (tidak tentu, tidak pasti, dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;;;;;;
"1248,karikatural,""bersifat karikatur"; takjub;;;;;;;;;;;;;;;;;;;;;;;;
1249,karim,murah hati,5; (2) seperti kakek,11; tercengang: dia kagum menyaksikan ketangkasan pemain silat itu,5;;;;;;;;;;;;;;;;;;;;;;;
"1255,karut-marut,""(1) kusut (kacau) tidak keruan"; (2) gila;;;;;;;;;;;;;;;;;;;;;;;;
"1256,kasar,""(1) agak besar";" tidak bersisa: karena terlalu lapar, semua makanan di meja habis kalas"",5";" bingung: karena putus asa, ia menjadi kalap"",5";;;;;;;;;;;;;;;;;;;;;;;
1257,kasep,tampan (untuk laki-laki); tenang;;;;;;;;;;;;;;;;;;;;;;;;
"1261,katadrom,""istilah perikanan hidup di perairan tawar, tetapi pergi ke laut untuk bertelur (msl ikan sidat)"",8";; santai: kerjakan tugas ini dengan kalem supaya memperoleh hasil yang baik,5;;;;;;;;;;;;;;;;;;;;;;;
1269,kayun,laku;" (2) dihitung menurut peredaran bulan (tentang kalender, penanggalan)"",8";;;;;;;;;;;;;;;;;;;;;;;;
1270,keabu-abuan,berwarna agak kelabu atau mendekati warna kelabu,11;;;;;;;;;;;;;;;;;;;;;;;;;
1271,keasinan,terlalu asin,8;;;;;;;;;;;;;;;;;;;;;;;;;
1273,kebah,basah berkeringat;;;;;;;;;;;;;;;;;;;;;;;;;
1291,kecit,cakapan (tidak baku) kecil,5;" bersifat lucu, tetapi ekspresif sebagai wadah sindiran (ejekan)"",11";;;;;;;;;;;;;;;;;;;;;;;;
1292,kecokelatan,terlalu (sangat) cokelat (tentang warna),11;;;;;;;;;;;;;;;;;;;;;;;;;
"1293,kecut,""(1) masam (seperti rasa cuka): gulai ini enak sekali, terasa benar kecut pedasnya"; rusuh dan bingung (tentang pikiran, hati, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
"1295,kedaluwarsa,""(1) tidak model lagi (baju, kendaraan, dan sebagainya) "; tidak halus: pasir kasar cocok untuk menutup jalan berlubang itu; banyak bohong dan dustanya (tentang perkataan dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;
1300,kedot,kuat; cakap,5; (2) bertingkah laku tidak lemah lembut: sambil memaki-maki dengan kasar , dia bersumpah;" (2) berkerut-kerut tidak keruan (tentang muka, wajah, dan sebagainya) : kulit mukanya karut-marut dan penuh dengan penyakit cacar"",11";;;;;;;;;;;;;;;;;;;;;;
1305,kegelian,cakapan (tidak baku) sangat geli: ia tertawa kegelian,8;;; (3) kasap; kesat; tidak halus waktu diraba: kertas ini kasar benar; (4) tidak baik buatannya; gabas: bajunya merah tua, sarungnya tenun kasar , dan destarnya kain hitam; (5) hanya dalam garis-garis besarnya (tidak dengan saksama, tidak dengan perincian yang teliti, hanya perkara yang besar-besar): paling sedikit rencana itu sudah diwujudkan dalam bentuk kasar menurut kebutuhan atau pesanan; (6) dapat diraba (dilihat dan sebagainya) ; (7) mentah;" belum dibersihkanlihat qasar"",5";;;;;;;;;;;;;;
"1309,kehel,""(1) terkeluk (tidak lurus lagi)"; laris,5;;;;;;;;;;;;;;;;;;;;;;;;
1314,kejat,(1) kaku dan tegang (tentang anggota tubuh);;;;;;;;;;;;;;;;;;;;;;;;;
1315,kejengkolan,sakit karena terlampau banyak makan jengkol (berasa sakit bila kencing),11;;;;;;;;;;;;;;;;;;;;;;;;;
1317,kejur,keras dan kaku (tidak dapat dilentukkan); hilang panasnya sesudah berkeringat (tentang penyakit demam),5;;;;;;;;;;;;;;;;;;;;;;;;
"1318,kekal,""tetap (tidak berubah, tidak bergeser, dan sebagainya) selama-lamanya";;;;;;;;;;;;;;;;;;;;;;;;;
"1320,kekar,""(1) kembang";;;;;;;;;;;;;;;;;;;;;;;;;
1321,kekau,tiba-tiba terjaga (dari tidur),5; (2) kiasan cemberut;;;;;;;;;;;;;;;;;;;;;;;;
1322,kekel,kikir; tidak sesuai dengan zaman: hakikat cerita itu telah kedaluwarsa apabila diajarkan sekarang;" keruh (tentang muka dan sebagainya) : kecut saja air mukanya pagi ini"",5";;;;;;;;;;;;;;;;;;;;;;;
1324,kekok,(1) tidak mudah memakainya (tentang alat perkakas dan sebagainya) : kemudi mobil ini kekok benar; kebal; (2) sudah lewat (habis) jangka waktunya (tentang tuntutan dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;
1327,kelak-kelik,kelap-kelip;; tahan pukulan: dialah orang yang paling kedot yang pernah saya temui,5; habis tempo;" (3) terlewat dari batas waktu berlakunya sebagaimana yang ditetapkan (tentang makanan): jika dimakan, makanan yang kedaluwarsa akan membahayakan kesehatan"",11";;;;;;;;;;;;;;;;;;;;;
1329,kelamaan,terlampau lama,8; (2) tergeliat (tentang tulang, kaki, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
1331,kelar,cakapan (tidak baku) selesai; (2) kukuh dan ketat sekali (seperti puting pisau pada hulunya);" (3) menyimpang dari jalan yang lurus (tentang perahu dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;;;;
"1332,kelat,""arkais (tidak lazim) lekat: setelah mata mereka mulai kelat , barulah berhenti berbual, kelat bahunomina (kata benda) gelang yang dipakai pada lengan atas, terutama pada waktu menari"",5";; (3) rapat dan padat (hingga tidak bercelah-celah),5;;;;;;;;;;;;;;;;;;;;;;;
1338,kelonggaran,cakapan (tidak baku) terlalu longgar (besar): bajunya kelonggaran,11; tegak dan kaku (tentang rambut dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
1339,kelop,cakapan (tidak baku) klop,5; abadi; tegar: rambutnya kejur sehingga sukar sekali diatur,5;;;;;;;;;;;;;;;;;;;;;;;
1341,kelus,terkupas (hilang) kulitnya,5; mekar: bunga kekar;" lestari: kematian adalah sekadar penutup babak kefanaan bagi suatu babak baru hidup kekal"",5";;;;;;;;;;;;;;;;;;;;;;;
"1342,kelut,""ke.lut, ke.lut-me.lutdl keadaan kusut sekali";; (2) bercerai-berai (tidak berkumpul atau berdekatan lagi): nasinya kekar;;;;;;;;;;;;;;;;;;;;;;;
1343,kemal,lembap; pelit,5;; (3) rekah (tentang batuan) (1) kerap dan padat (tentang anyaman, tenunan, dan sebagainya) ;" (2) tegap kuat (tentang tubuh): walaupun usianya sudah tua, badannya masih kekar"",5";;;;;;;;;;;;;;;;;;;;;
1353,kemudaan,cakapan (tidak baku) terlalu muda: mereka nikah kemudaan sehingga rumah tangganya berantakan,8; (2) tidak dapat memakai (menggunakan) dengan senang: kekok rasanya menulis dengan pensil ini;;;;;;;;;;;;;;;;;;;;;;;;
1355,kemuning,merah keemasan,8; kedip-kedip,11; (3) merasa canggung (kaku) karena belum biasa dan sebagainya: kekok benar rasanya bekerja di situ,5;;;;;;;;;;;;;;;;;;;;;;;
1357,kenes,cakapan (tidak baku) (1) lincah dan menawan hati (tentang sikap anak kecil) banyak bicara dan banyak tingkah yang menyenangkan;;;;;;;;;;;;;;;;;;;;;;;;;
1362,kenyi,(1) lekas berasa sakit; siap,5;;;;;;;;;;;;;;;;;;;;;;;;
1366,kepancingan,berasa sakit pada tenggorok ketika menelan karena terasa ada sesuatu yang tersangkut;;;;;;;;;;;;;;;;;;;;;;;;;
1368,kepecong,kesemutan,8;;;;;;;;;;;;;;;;;;;;;;;;;
1370,kepet,belum (tidak) cebok setelah buang air besarberasal dari bahasa jawa nomina (kata benda) sirip,5;;;;;;;;;;;;;;;;;;;;;;;;;
"1372,kepincut,""berasal dari bahasa jawa terpincut: entah karena apa, ia sampai kepincut kepada gadis panggung itu"",8";;;;;;;;;;;;;;;;;;;;;;;;;
1376,kerajang,berlembar-lembar sebagai kertas (tentang emas): emas kerajang,8;" kacau-balau"",5";;;;;;;;;;;;;;;;;;;;;;;;
"1379,keras,""(1) padat kuat dan tidak mudah berubah bentuknya atau tidak mudah pecah: besi dan batu tergolong barang yang keras"; tidak kering benar,5;;;;;;;;;;;;;;;;;;;;;;;;
"1384,keren,""(1) tampak gagah dan tangkas";;;;;;;;;;;;;;;;;;;;;;;;;
"1387,kereseng,""rekah, pecah kulitnya";;;;;;;;;;;;;;;;;;;;;;;;;
1389,kerih,dengan susah payah (menuntut),5; (2) suka bergaya dan bertingkah laku dibuat-buat supaya menarik perhatian;;;;;;;;;;;;;;;;;;;;;;;;
1395,kerot,miring tidak beraturan (tentang letak benda),5; (2) mudah kena sakit,5; genit;;;;;;;;;;;;;;;;;;;;;;;
1402,kesak,sesak napas,5; kail-kail,11;; keletah; (3) bangga akan keadaan dirinya; bermegah diri; mengagungkan diri,5;;;;;;;;;;;;;;;;;;;
1403,kesal,(1) mendongkol;;;;;;;;;;;;;;;;;;;;;;;;;
1405,kesat,(1) kasar (apabila diraba): papan yang kesat;;;;;;;;;;;;;;;;;;;;;;;;;
"1410,ketar,""berasa hampir seperti getir (pahit, agak pedas)"",5";;;;;;;;;;;;;;;;;;;;;;;;;
"1411,ketat,""(1) erat melekat (sehingga sukar dicabut atau dilepaskan seperti keris pada sarungnya, sumbat pada botolnya)";;;;;;;;;;;;;;;;;;;;;;;;;
1413,ketek,kecil; (2) kiasan gigih;;;;;;;;;;;;;;;;;;;;;;;;
"1414,ketel,""rimbun daunnya, lebat (daun dan buahnya)"; (2) galak; sungguh-sungguh hati: ia berusaha keras untuk menyelesaikan sekolahnya;;;;;;;;;;;;;;;;;;;;;;;
"1417,ketir-ketir,""berasal dari bahasa jawa dalam perasaan cemas (khawatir, waswas, gelisah) dan takut: pada umumnya hati bendaharawan selalu ketir-ketir apabila akan diadakan pemeriksaan oleh pihak pemeriksa keuangan"",11";" bercelah atau terbuka sedikit sehingga tampak isinya, seperti buah manggis, buah durian"",8"; garang; (3) kiasan sangat kuat; sangat teguh: mereka berpegang keras pada adat-adat lama; (4) kiasan dengan cepat (tentang naik turunnya harga barang): harga barang naik keras; (5) kiasan membahayakan nyawa; payah (tentang sakit): ia diminta agar segera pulang karena ayahnya sakit keras; (6) kiasan hebat; menjadi-jadi: tekanan musuh semakin keras; (7) kiasan tidak mengenal belas kasihan: sikap dan tindakannya sangat keras; (8) kiasan tidak lemah lembut: ia memang keras tabiatnya; (9) kiasan bersifat mengharuskan (memaksa, tegas, dan betul-betul): dilarang keras berjalan di sini; (10) kiasan kuat, ketat, dan sungguh-sungguh: gedung parlemen dijaga keras oleh alat-alat negara; (11)kiasan kencang, cepat (tentang hembusan angin): angin bertiup dengan keras nya; (12)kiasan deras (tentang arus air): sungai ini tidak berapa keras alirannya; (13)kiasan nyaring (tentang suara): ia menjawab dengan suara keras; (14)kiasan lebat sekali (tentang curah hujan): semalam hujan keras; (15)kiasan dapat memusingkan; berat (tentang rokok, tembakau): untuk saya cerutu ini terlalu keras; (16)kiasan dapat memabukkan (tentang minuman): ia mabuk karena terlalu banyak minum minuman keras; (17)kiasan terlampau kuat daya reaksinya (tentang obat): karena termasuk obat keras , obat ini tidak dijual bebas; (18)kiasan sangat merangsang (tentang bau): biang cuka ini keras baunya; (19)kiasan sukar dibuka atau ditarik (tentang baut, sekrup, paku): bautnya keras , sukar dibuka; (20)kiasan liat (tentang daging): dagingnya keras , sukar dikunyah;" (21)kiasan tidak memegas lagi (tentang per mobil): mobil ini pernya sudah keras sehingga kurang enak lagi untuk dinaikilihat buah keras"",5"
1418,ketua-tuaan,seperti orang tua: dia bercakap-cakap dengan gaya ketua-tuaan,11;;; lekas marah; (3) lekas berlari cepat (tentang kuda);" (4) perlente (berpakaian bagus, berdandan rapi, dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;
1419,ketul,(1) tumpul;;;;;;;;;;;;;;;;;;;;;;;;;
1422,khair,elok;;;;;;;;;;;;;;;;;;;;;;;;;
"1423,khali,""berasal dari bahasa arab (1) bebas (lepas, terhindar) dr: sebagai manusia, kita tidak khali dari kesalahan"; sebal;;;;;;;;;;;;;;;;;;;;;;;;
1426,khasi,kasi; (2) kurang licin; (2) kecewa (menyesal) bercampur jengkel;;;;;;;;;;;;;;;;;;;;;;;
"1427,khawatir,""takut (gelisah, cemas) terhadap suatu hal yang belum diketahui dengan pasti"",8";; kering (apabila diraba); (3) tidak suka lagi; jemu,5;;;;;;;;;;;;;;;;;;;;;
1435,kicik,kecil,5; (2) sendat;; tidak lembap; tidak lembik (tentang tubuh): kain yang kesat; kulitnya kesat,5;;;;;;;;;;;;;;;;;;;;
1436,kikir,terlampau hemat memakai harta bendanya; sedikitnomina (kata benda) perahu bermotornomina (kata benda) monyet; sempit (pakaian): pernah ada mode celana ketat;;;;;;;;;;;;;;;;;;;;;;;
1437,kikuk,canggung; padat (penduduknya); kera,5; (3) kiasan tetap tidak dapat diubah, tanpa kecuali (tentang perkataan, janji, perintah, peraturan, dan sebagainya) : seleksi ketat dilakukan dalam pemilihan guru teladan nasional;" (4) kiasan teliti, cermat, dan rapi (tentang penjagaan): tempat-tempat yang penting dikawal ketat siang dan malam"",5";;;;;;;;;;;;;;;;;;;;;
1443,kiruh,(1) keruh;;" tebal (rambutnya)"",5";;;;;;;;;;;;;;;;;;;;;;;
1444,kisat,kering,5;;;;;;;;;;;;;;;;;;;;;;;;;
1446,klasikal,secara bersama-sama di dalam kelas: pelajaran itu belum waktunya diberikan secara klasikal di sekolah,8; (2) kiasan bodoh;;;;;;;;;;;;;;;;;;;;;;;;
1447,klerikal,bersangkutan dengan golongan rohaniawan,8; baik (tentang perbuatan dan sebagainya),5; kurang cerdasnomina (kata benda) tulang muda,5;;;;;;;;;;;;;;;;;;;;;;;
1453,kocak,sombong;" (2) lalai: tiada khali ia berbuat kebajikan"",5";;;;;;;;;;;;;;;;;;;;;;;;
"1454,kocar-kacir,""(1) cerai-berai tidak keruan: setelah dibom, pihak musuh lari kocar-kacir"; kebiri,5;;;;;;;;;;;;;;;;;;;;;;;;
"1455,kocoh,""ko.coh , ter.ko.coh-ko.cohtergopoh-gopoh";;;;;;;;;;;;;;;;;;;;;;;;;
1458,kognitif,(1) berhubungan dengan atau melibatkan kognisi;;;;;;;;;;;;;;;;;;;;;;;;;
1460,kojoh,istilah pertanian penuh berisi air (tentang sawah); pelit;;;;;;;;;;;;;;;;;;;;;;;;
1462,kolegial,bersifat seperti teman sejawat (sepekerjaan) atau akrab seperti teman sejawat,8; belum pandai; lokek;;;;;;;;;;;;;;;;;;;;;;;
1464,koloidal,berkenaan dengan koloid,8; (2) kiasan kacau; belum biasa: ia merasa kikuk bergaul dengan orang-orang asing,5; kedekut: orang yang kikir tidak banyak sahabat,5;;;;;;;;;;;;;;;;;;;;;;
