id,word,explanation,char_count;;;;;;;;;;;;;;;;;;;;;;;;;
1921,miris,was-was; (2) enak didengar karena berirama: lagu-lagu yang diperdengarkan dalam pergelaran itu sangat melodius,8;;;;;;;;;;;;;;;;;;;;;;;;
1923,misioner,bersifat misi,8; (2) verba (kata kerja) mendaki;;;;;;;;;;;;;;;;;;;;;;;;
1927,mobil,mudah bergerak (berpindah) atau digerakkan (dipindah-pindahkan): ia sangat mobil sehingga cocok untuk melakukan tugas luar,5; menjadi milik dunia: tokoh ini sudah mendunia di mata kanak-kanak,8; memanjat: mobil tua itu tidak kuat menanjak dan melewati jalan yang berkelok-kelok itu;;;;;;;;;;;;;;;;;;;;;;;
1931,modifikatif,bersangkutan dengan modifikasi,11; (2) sedang;; (3) naik agak miring (tentang jalan): jalannya agak menanjak sedikit; (4) verba (kata kerja) menjadi lebih tinggi (tentang karier dan sebagainya) ; meningkat,8;;;;;;;;;;;;;;;;;;;;
1933,moksa,istilah agama hindu (1) tingkatan hidup lepas dari ikatan keduniawian;;" tidak besar dan tidak kecil (tentang ukuran): pada umumnya pengusaha menengah masih belum mampu mengembangkan usahanya karena kekurangan modal"",8";;;;;;;;;;;;;;;;;;;;;;;
1934,molar,(1) bersangkutan dengan massa suatu benda untuk membedakannya dari sifat atau gerak molekul atau atom;;;;;;;;;;;;;;;;;;;;;;;;;
1935,molek,elok;" (2) tidak berharga"",8";;;;;;;;;;;;;;;;;;;;;;;;
"1936,molor,""mo.lorverba (kata kerja) cakapan (tidak baku) tidur cakapan (tidak baku) (1) bertambah panjang (tentang karet dan sebagainya) "; sudah populer dalam kehidupan rakyat: senam kesegaran jasmani sekarang sudah merakyat;;;;;;;;;;;;;;;;;;;;;;;;
1937,momental,bersifat sesaat: hal itu bersifat momental saja,8; peres,5; (2) bersifat (berlaku) seperti rakyat atau orang kebanyakan;;;;;;;;;;;;;;;;;;;;;;;
1941,monoklin,istilah botani mempunyai sekaligus alat perkembangbiakan jantan dan betina (tentang bunga),8; tidak lurus;; memasyarakat: banyak pemimpin yang merakyat,8;;;;;;;;;;;;;;;;;;;;;;
"1946,morat-marit,""(1) porak-poranda"; cemar (tentang pakaian, badan, dan sebagainya) : pakaiannya telah mesum; miring (mulut dan sebagainya),5;;;;;;;;;;;;;;;;;;;;;;;
1947,morfemis,bersifat morfem,8; serba indah; tempat yang mesum;;;;;;;;;;;;;;;;;;;;;;;
"1958,mulia,""(1) tinggi (tentang kedudukan, pangkat, martabat), tertinggi, terhormat: yang mulia para duta besar negara sahabat"; (2) sifat ukuran yang sangat kecil dan tidak dapat dilihat dengan mata telanjang sehingga diperlukan mikroskop untuk dapat melihatnya dengan jelas,11;" serba berlebih (biasanya tentang barang dan cara hidup yang menyenangkan): hidup (secara) mewah , hidup dengan makanan, pakaian, dan barang serba banyak, mahal, dan indah"",5"; (2) kiasan tidak senonoh; tidak patut; keji sekali (tentang perbuatan, kelakuan, dan sebagainya) ; cabul: bacaan yang isinya sangat mesum;" perbuatan yang mesum"",5";;;;;;;;;;;;;;;;;;
1962,multifungsi,mempunyai berbagai (tugas/fungsi),11;;;;;;;;;;;;;;;;;;;;;;;;;
1968,multinegara,terdiri atas banyak negara,11; (2) kecil;;;;;;;;;;;;;;;;;;;;;;;;
1971,multirasial,terdiri atas berbagai ras,11;; kurang penting: ia membawakan peran minor dalam drama itu;;;;;;;;;;;;;;;;;;;;;;;
"1973,muluk,""(1) tinggi (tentang cita-cita, rencana, dan sebagainya) : cita-citanya sangat muluk , tidak sesuai dengan kemampuannya"; (2) sama halnya (rupanya) dengan;; (3) belum dewasa (tentang orang);" (4) a tambahan (tentang mata pelajaran, mata kuliah)"",5";;;;;;;;;;;;;;;;;;;;;
"1974,mulus,""(1) (putih) bersih: ayam putih mulus"; risau; seolah-olah: bunga mawar plastik itu mirip bunga mawar asli,5;;;;;;;;;;;;;;;;;;;;;;;
1975,mumet,pusing;; cemas,5;;;;;;;;;;;;;;;;;;;;;;;
1977,mumuk,lapuk sekali;;;;;;;;;;;;;;;;;;;;;;;;;
1978,mumut,hampir rusak (putus dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;;
1984,murah,(1) lebih rendah daripada harga yang dianggap berlaku di pasaran: harga barang produksi dalam negeri jauh lebih murah daripada harga barang impor; kelepasan;;;;;;;;;;;;;;;;;;;;;;;;
"1985,muris,""nomina (kata benda) kain tenun putih, biasanya baik untuk dibatikdialek melayu jakarta tamak"; (2) mengandung suatu gram molekul zat terlarut dalam satu liter larutan,5; (2) bebas dari penjelmaan kembali,5;;;;;;;;;;;;;;;;;;;;;;;
1990,mustahak,berhak; cantik,5;;;;;;;;;;;;;;;;;;;;;;;;
1991,mustakim,lurus hati; (2) kiasan bertambah lama;;;;;;;;;;;;;;;;;;;;;;;;
1992,mutakhir,terakhir;;" mundur: menurut rencana rapat berakhir pukul 19.00, tetapi ternyata molor sampai pukul 20.00"",5";;;;;;;;;;;;;;;;;;;;;;;
"1994,nahas,""sial";;;;;;;;;;;;;;;;;;;;;;;;;
"1997,nakal,""(1) suka berbuat kurang baik (tidak menurut, mengganggu, dan sebagainya, terutama bagi anak-anak): sel tahanan anak-anak nakal"; cerai-berai;;;;;;;;;;;;;;;;;;;;;;;;
1998,naluriah,bersifat (berdasarkan) naluri: watak asli yang berada dalam pribadinya tetap saja melekat secara naluriah,8;; berantakan;;;;;;;;;;;;;;;;;;;;;;;
1999,naqli,istilah agama islam berdasarkan alquran dan hadis; (2) luhur (budi dan sebagainya) ;; kacau-balau: barang-barang yang di dalam gudang itu morat-marit , tidak teratur letaknya; (2) tidak beres keadaannya;" kocar-kacir: rumah tangganya morat-marit"",11";;;;;;;;;;;;;;;;;;;;
"2000,nasal,""istilah linguistik bersangkutan dengan bunyi bahasa yang dihasilkan dengan mengeluarkan udara melalui hidung, yaitu m, n, ng, dan ny"",5";; baik budi (hati dan sebagainya) : sangat mulia hatinya;;;;;;;;;;;;;;;;;;;;;;;
2005,nautikal,mengenai atau berhubungan dengan pelayaran,8;;; (3) bermutu tinggi;" berharga (tentang logam, misalnya emas, perak, dan sebagainya) : logam mulia"",5";;;;;;;;;;;;;;;;;;;;;
2006,necis,bersih dan rapi;;;;;;;;;;;;;;;;;;;;;;;;;
2009,nelangsa,sedih,8; (2) tinggi;;;;;;;;;;;;;;;;;;;;;;;;
2014,neurotik,istilah kedokteran ada gangguan pada urat saraf; (2) halus; sombong (tentang perkataan, tabiat, dan sebagainya) : selalu muluk perkataannya;;;;;;;;;;;;;;;;;;;;;;;
2016,ngeri,berasa takut atau khawatir (karena melihat sesuatu yang menakutkan atau mengalami keadaan yang membahayakan): ngeri rasanya saya melihat perkelahian itu,5; pening,5; tanpa cacat: tangannya mulus dengan jari-jari tanpa warna merah di kukunya; (3) tinggi dan merdu (tentang suara): suaranya muluk , senang kita mendengar nyanyiannya;" (4) membubung tinggi (tentang burung, layang-layang, dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;;
2017,ngilu,(rasa) nyeri pada tulang,5; mumut: beratap lalang yang telah mumuk karena usangnya,5;; (3) lancar; tidak ada halangan: hubungan mereka berlangsung mulus; (4) dapat berjalan baik: mobil sedan itu masih dalam keadaan mulus; (5) kiasan jujur; suci hati;" tulus: orangnya jujur, hatinya mulus"",5";;;;;;;;;;;;;;;;;
2019,nifak,munafik,5; lapuk,5;;;;;;;;;;;;;;;;;;;;;;;;
2020,nihil,(1) kosong sama sekali; (2) suka memberi atau menolong (tentang kebaikan): murah hati;;;;;;;;;;;;;;;;;;;;;;;;
2023,nirkabel,tanpa menggunakan kabel,8;" loba"",5"; (3) berlebih-lebih;;;;;;;;;;;;;;;;;;;;;;;
"2028,nisbi,""hanya terlihat (pasti"; patut;; banyak: murah rezeki; (4) gampang (mudah): murah senyum,5;;;;;;;;;;;;;;;;;;;;;
2030,nokturia,istilah kedokteran tentang kencing berlebihan pada malam hari,8; jujur,8; pantas: orang miskin mustahak menerima zakat,8;;;;;;;;;;;;;;;;;;;;;;;
"2033,nonaktif,""tidak menjalankan pekerjaan (tugas) lagi (sebagai pegawai, pekerja, tentara): ia adalah anggota tni dengan pangkat sersan yang sudah nonaktif"",8"; terbaru;;;;;;;;;;;;;;;;;;;;;;;;
2035,nonhistoris,tidak bersifat (tidak mempunyai nilai) sejarah: benda-benda nonhistoris,11; celaka; modern: perancang itu selalu menciptakan mode pakaian mutakhir yang sesuai dengan selera remaja,8;;;;;;;;;;;;;;;;;;;;;;;
2036,nonkimia,tidak berhubungan dengan kimia,8; anak ini nakal benar; malang (terutama dihubungkan dengan hari, bulan, dan sebagainya yang dianggap kurang baik menurut perhitungan):;;;;;;;;;;;;;;;;;;;;;;;
"2046,norak,""cakapan (tidak baku) (1) merasa heran atau takjub melihat sesuatu";; (2) buruk kelakuan (lacur dan sebagainya) : ia bercerita betapa nakal suaminya;" nahas saya hari ini, satu sen pun saya tidak mendapat untung"",5";;;;;;;;;;;;;;;;;;;;;;
2048,normatif,berpegang teguh pada norma; berdasarkan naqal,5;;" perempuan nakal"",5";;;;;;;;;;;;;;;;;;;;;;
"2049,nrima,""sikap menerima sesuatu sebagaimana adanya: jangan nrima saja karena kalau kita tidak rewel, aparat yang bertugas memberikan pelayanan umum akan keenakan"",5";;;;;;;;;;;;;;;;;;;;;;;;;
2054,nyanyang,tidak tenang hati;;;;;;;;;;;;;;;;;;;;;;;;;
2056,nyelekit,cakapan (tidak baku) menyakitkan hati (tentang perkataan dan sebagainya),8; rapi (terutama tentang pakaian);;;;;;;;;;;;;;;;;;;;;;;;
"2062,nyonyong,""nyo.nyong , me.nyo.nyongmenganjur ke muka (tentang bibir, mulut, dan sebagainya) "",8";; apik: lelaki-laki itu berpakaian necis,5;;;;;;;;;;;;;;;;;;;;;;;
2066,ogah-ogahan,ogah- dalam keadaan tidak suka dan agak malas; dalam keadaan sakit saraf,8;;;;;;;;;;;;;;;;;;;;;;;;
2071,oktal,(tentang bilangan pada sistem bilangan) berdasar delapan,5;;;;;;;;;;;;;;;;;;;;;;;;;
2073,okupasional,berhubungan dengan pekerjaan atau tugas seseorang,11;;;;;;;;;;;;;;;;;;;;;;;;;
2076,oligotrofik,sangat rendah kandungan zat haranya (tentang air dan sebagainya) untuk kehidupan binatang dan tumbuhan,11;;;;;;;;;;;;;;;;;;;;;;;;;
2079,oncer,lepas;;;;;;;;;;;;;;;;;;;;;;;;;
2081,ongeh,sombong; tidak ada apa-apa: hasilnya nihil;;;;;;;;;;;;;;;;;;;;;;;;
2082,ongok,bodoh;; (2) cakapan (tidak baku) tidak ada yang tidak hadir: dalam daftar hadir untuk hari ini tertulis nihil,5;;;;;;;;;;;;;;;;;;;;;;;
2084,onyak-anyik,(1) goyah; terukur) kalau dibandingkan dengan yang lain;;;;;;;;;;;;;;;;;;;;;;;;
2085,opalesen,setengah tembus cahaya;; dapat begini atau begitu;;;;;;;;;;;;;;;;;;;;;;;
2086,operasional,secara (bersifat) operasi;;; bergantung kepada orang yang memandang; tidak mutlak; relatif: betapa nisbi nya moral itu;" cantik itu nisbi , bergantung kepada yang melihat"",5";;;;;;;;;;;;;;;;;;;
2087,operatif,secara operasi: pertolongan operatif yang cepat dapat menolong jiwa si sakit,8;;;;;;;;;;;;;;;;;;;;;;;;;
2089,opsional,bersifat pilihan;;;;;;;;;;;;;;;;;;;;;;;;;
"2092,optis,""istilah fisika berkenaan atau bertalian dengan optik (penglihatan, lensa mata, dan sebagainya) "",5"; (2) sangat berlebih-lebihan;;;;;;;;;;;;;;;;;;;;;;;;
2100,oriental,mengenai dunia timur atau negara-negara timur (dilihat dari eropa),8; menurut norma atau kaidah yang berlaku: tindakannya sudah normatif,8; kurang serasi (tentang dandanan dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;
2101,orisinal,asli;;;" kampungan: pakaianmu norak , pantas saja banyak orang tertawa"",5";;;;;;;;;;;;;;;;;;;;;;
2104,ornitologis,berkenaan dengan burung,11; gelisah;;;;;;;;;;;;;;;;;;;;;;;;
"2106,ortodoks,""(1) berpegang teguh pada peraturan dan ajaran resmi, misalnya dl agama";; resah,8;;;;;;;;;;;;;;;;;;;;;;;
2110,otomatis,secara otomat;;;;;;;;;;;;;;;;;;;;;;;;;
"2111,otomotif,""berhubungan dengan sesuatu yang berputar dengan sendirinya (seperti motor dan sebagainya) : ada fenomena di kalangan industri otomotif , yaitu adanya lonjakan permintaan untuk mobil dan kendaraan komersial"",8"; segan;;;;;;;;;;;;;;;;;;;;;;;;
2113,otoriter,berkuasa sendiri;; enggan: dia selalu ogah-ogahan jika disuruh mengerjakan sesuatu,11;;;;;;;;;;;;;;;;;;;;;;;
"2117,padam,""(1) mati (tentang api)";;;;;;;;;;;;;;;;;;;;;;;;;
2118,padan,curang (terutama dalam permainan),5;;;;;;;;;;;;;;;;;;;;;;;;;
"2119,padat,""(1) sangat penuh hingga tidak berongga"; longgar,5;;;;;;;;;;;;;;;;;;;;;;;;
2121,pagan,kukuh; angkuh,5;;;;;;;;;;;;;;;;;;;;;;;;
2122,pagon,(1) tanpa perubahan; tolol,5;;;;;;;;;;;;;;;;;;;;;;;;
2123,pagun,kukuh; goyang;;;;;;;;;;;;;;;;;;;;;;;;
"2124,paham,""nomina (kata benda) pengertian: pengetahuan banyak, paham nya kurang"; buram,8; (2) kiasan tidak tetap pendiriannya,11;;;;;;;;;;;;;;;;;;;;;;;
"2127,pakau,""bingung, pusing, kacau (tentang perasaan)arkais (tidak lazim) nomina (kata benda) (1) kelim (dari rotan) untuk menguatkan"; berhubungan dengan operasi,11;;;;;;;;;;;;;;;;;;;;;;;;
"2128,palak,""(1) panas badan (karena berkeringat)";;;;;;;;;;;;;;;;;;;;;;;;;
2129,paleografis,berhubungan dengan tulisan kuno,11; bukan keharusan,8;;;;;;;;;;;;;;;;;;;;;;;;
2131,pales,cakapan (tidak baku) sumbang,5;;;;;;;;;;;;;;;;;;;;;;;;;
"2133,palsu,""(1) tidak tulen";;;;;;;;;;;;;;;;;;;;;;;;;
2135,panar,tercengang;;;;;;;;;;;;;;;;;;;;;;;;;
2136,panas-panas,masih baru; tulen,8;;;;;;;;;;;;;;;;;;;;;;;;
2151,panto,garis-garis pada kayu;;;;;;;;;;;;;;;;;;;;;;;;;
"2154,parah,""(1) berat (tentang luka): lukanya cukup parah , harus segera dibawa ke rumah sakit"; (2) kolot;;;;;;;;;;;;;;;;;;;;;;;;
"2155,parak,""hampir"; dengan bekerja sendiri;" berpandangan kuno"",8";;;;;;;;;;;;;;;;;;;;;;;
"2160,paramiliter,""berkaitan dengan pasukan keamanan yang disusun, seperti pasukan militer dan berfungsi sebagai unsur pembantu tentara: ratusan polisi dan pasukan paramiliter mengepung tempat persembunyian pemimpin pemberontak itu"",11";; dengan sendirinya,8;;;;;;;;;;;;;;;;;;;;;;;
2161,paranoid,ditandai dari atau menyerupai paranoia,8; sewenang-wenang: tindakan yang otoriter,8;;;;;;;;;;;;;;;;;;;;;;;;
2162,paras,sejajar dengan permukaan; tidak menyala atau tidak berkobar lagi: api kebakaran itu sudah padam;;;;;;;;;;;;;;;;;;;;;;;;
2164,parenial,berumur panjang (tentang tumbuhan),8;; (2) reda (tentang kemarahan);;;;;;;;;;;;;;;;;;;;;;;
2165,parental,(tentang sistem kekerabatan dalam keluarga) yang bersifat atau berhubungan dengan orang tua (ayah-ibu) sebagai pusat kekuasaan,8; padu;; tenang kembali (tentang hawa nafsu, berahi, dan sebagainya) : seketika itu juga padam lah murka baginda; (3) aman kembali (tentang huru hara, kerusuhan, dan sebagainya) : pergolakan di negara itu belum juga padam;" (4) menjadi lemah (tentang semangat): semangat juang mereka tidak pernah padamlihat merah"",5";;;;;;;;;;;;;;;;;;;;
"2167,parlementer,""berkenaan (berhubungan, bersifat) parlemen"; kuat; mampat;;;;;;;;;;;;;;;;;;;;;;;
2168,parokial,(1) bersifat paroki; (2) abadi; teguh,5; pejal: lumbung diisi padi sampai padat;" sudah padat hatinya, sudah tetap hatinya (berani dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;;
2171,partitif,menunjukkan bagian dari suatu keseluruhan,8; pagan,5; tahan lama,5;;;;;;;;;;;;;;;;;;;;;;;
2173,pasai,jemu; (2) nomina (kata benda) pendapat;;;;;;;;;;;;;;;;;;;;;;;;
2174,pasar,licin (mati rumputnya tentang jalan yang kerap kali dilalui),5; lahap: dia makan dengan pajuh karena sangat lapar,5; pikiran: paham nya tidak bersesuaian dengan paham kebanyakan orang;;;;;;;;;;;;;;;;;;;;;;;
2178,pascakrisis,berkenaan dengan keadaan sesudah masa krisis: kalangan kampus merupakan salah satu pilar dalam penanggulangan pascakrisis,11;" (2) kayu palang (pd ember)"",5";; (3) nomina (kata benda) aliran; haluan; pandangan: ia mempunyai paham nasionalis; (4) verba (kata kerja) mengerti benar (akan); tahu benar (akan): sebenarnya saya sendiri tidak begitu paham akan perkara itu; (5) pandai dan mengerti benar (tentang suatu hal): ia paham bahasa sanskerta;" ia paham dalam pembuatan gula"",5";;;;;;;;;;;;;;;;
2181,pascamodern,berhubungan dengan masa sesudah zaman modern: isi buku itu menggambarkan keadaan negara berkembang pada masa teknologi dan ekonomi pascamodern,11; gerah: badannya palak dingin;;;;;;;;;;;;;;;;;;;;;;;;
2187,pascayuwana,sesudah atau berakhirnya masa kanak-kanak,11;; (2) panas hati;;;;;;;;;;;;;;;;;;;;;;;
"2188,pasif,""(1) bersifat menerima saja";;; marah; merasa benci; kesal: bangkit (naik) palak , menjadi marah: akibat tindakan penguasa tidak adil rakyat menjadi palak dan memberontak; (3) sangat berani;" nekat: pasukan itu memang palak"",5";;;;;;;;;;;;;;;;;;
"2189,pasim,""tersebar di sana-sini, terdapat di beberapa halaman dalam satu karangan atau buku"",5"; tidak sah;;;;;;;;;;;;;;;;;;;;;;;;
2190,pasir,berbutir-butir sebagai pasir: emas pasir; termangu-mangu; lancung (tentang ijazah, surat keterangan, uang, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;
2191,pasit,melengket (tentang pelupuk mata): mata yang masih pasit itu terpaksa dibuka lebar-lebar ketika mendengar tangis anaknya,5; hangat-hangat,11; terheran-heran,5; (2) tiruan (tentang gigi, kunci, dan sebagainya) ; (3) gadungan (tentang polisi, tentara, wartawan, dan sebagainya) ; (4) curang; tidak jujur (tentang permainan dan sebagainya) ;" (5) sumbang (tentang suara dan sebagainya) "",5";;;;;;;;;;;;;;;;;;
"2192,pasti,""sudah tetap"; belak,5;;;;;;;;;;;;;;;;;;;;;;;;
2195,patirasa,kebal,8; (2) payah (tentang penyakit): sakitnya sudah parah , sudah tidak ada harapan lagi;;;;;;;;;;;;;;;;;;;;;;;;
"2198,patrilineal,""mengenai hubungan keturunan melalui garis kerabat pria saja, bapak: sistem kekerabatan pada masyarakat batak bersifat patrilineal murni"",11"; dekat: parak siang, pagi hampir terangnomina (kata benda) (1) antara; (3) dalam keadaan kesulitan yang sangat: akibat kehilangan pekerjaan, kehidupannya sangat parah;;;;;;;;;;;;;;;;;;;;;;;
"2199,patuh,""suka menurut (perintah dan sebagainya) ";;" (2) sela-sela antara tempat duduk perempuan dan laki-laki"",5";" (4) sukar diatasi: masalah kenakalan remaja akhir-akhir ini semakin parah"",5";;;;;;;;;;;;;;;;;;;;;;
"2200,patut,""(1) baik";;;;;;;;;;;;;;;;;;;;;;;;;
"2202,payah,""(1) lelah"; sama rata;;;;;;;;;;;;;;;;;;;;;;;;
"2203,payau,""agak asin karena tercampur air laut (air tawar, biasanya di muara): air payau tidak enak diminum"",5";; rataarkais (tidak lazim) nomina (kata benda) batu atau lapisan tanah keras yang berupa pasir padat;;;;;;;;;;;;;;;;;;;;;;;
2204,pecak,(1) pesuk;;; batu paras,5;;;;;;;;;;;;;;;;;;;;;;
"2207,pedar,""(1) getir";" ada parlemennya: demokrasi parlementer"",11";;;;;;;;;;;;;;;;;;;;;;;;
2208,pedas,terasa seperti cabai atau merica; (2) kiasan terbatas;;;;;;;;;;;;;;;;;;;;;;;;
"2209,pedih,""berasa sakit, seperti luka dicuci dengan sublimat: lukanya terasa pedih kena obat"",5";; sempit;;;;;;;;;;;;;;;;;;;;;;;
2210,pedis,menimbulkan rasa sakit karena gesekan; bosan,5;; picik (tentang pandangan politik dan sebagainya),8;;;;;;;;;;;;;;;;;;;;;;
2211,pegah,termasyhur;;;;;;;;;;;;;;;;;;;;;;;;;
"2212,pegal,""(1) berasa kaku (tentang tulang-sendi dan sebagainya) : karena terlalu banyak bekerja, seluruh anggota badan pegal dan ngilu";;;;;;;;;;;;;;;;;;;;;;;;;
2213,pegan,tegak terdiam;;;;;;;;;;;;;;;;;;;;;;;;;
"2215,pejal,""padat keras";;;;;;;;;;;;;;;;;;;;;;;;;
"2217,pekak,""(1) kurang baik pendengaran (karena kerap kali mendengar suara keras dan sebagainya) "; tidak giat;;;;;;;;;;;;;;;;;;;;;;;;
2218,pekak-pekak,(1) pekak sekali;; tidak aktif: anggota perkumpulan itu pasif saja;;;;;;;;;;;;;;;;;;;;;;;
2219,pelak,arkais (tidak lazim) nomina (kata benda) hantu jahat (dipakai juga untuk memaki); gula pasir;; (2) istilah ekonomi kurang atau lebih kecil daripada pengeluaran (tentang penerimaan, pemasukan uang, dan sebagainya) : neraca pembayaran pasif; (3) istilah linguistik (jenis kalimat) yang menunjukkan bahwa subjek adalah tujuan dari perbuatan, misalnya ia dipukul;" (4) dapat memahami bacaan, pembicaraan, dan sebagainya, tetapi tidak dapat mengemukakan kembali, baik lisan maupun tulis (tentang penguasaan bahasa)"",5";;;;;;;;;;;;;;;;;;;;
2220,pelan,bergerak dan sebagainya dengan perlahan-lahan;; (4) nomina (kata benda) laut: tepi pasir,5;;;;;;;;;;;;;;;;;;;;;;;
2223,pelit,kikir; tidak boleh tidak;;;;;;;;;;;;;;;;;;;;;;;;
2224,peloh,lemah zakar;; tentu;;;;;;;;;;;;;;;;;;;;;;;
2226,penak,terasa enak,5;;; mesti: dia sudah berjanji besok pasti datang;" jika diberkahi tuhan, usaha kita pasti berhasil"",5";;;;;;;;;;;;;;;;;;;;;
2229,penat,merasa letih (sehabis bekerja keras dan sebagainya) : ia melepaskan penat sehabis bekerja,5; taat (pd perintah, aturan, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;;
2248,penuh,(1) sudah berisi seluruhnya (tidak ada yang terluang lagi); layak; berdisiplin: gadis itu sangat patuh pada agamanya;;;;;;;;;;;;;;;;;;;;;;;
"2255,pepat,""(1) rata (karena dikerat, dipangkas, didabung tentang gigi, dipenggal puncaknya, dan sebagainya) : kukunya dikerat pepat"; penat: kalau sudah payah , boleh beristirahat sebentar; pantas;" rakyat selalu patuh kepada pemerintah"",5";;;;;;;;;;;;;;;;;;;;;;
2260,peras,arkais (tidak lazim) (1) licin;; (2) sukar; senonoh: perbuatan baik itu patut dipuji; tidak patut seorang anak melawan orang tua; diperlakukan dengan patut; (2) sesuai benar (dengan); sepadan (dengan); seimbang (dengan): rumahnya kurang patut dengan jabatannya yang tinggi itu; (3) masuk akal; wajar: pada hemat saya tuntutan mereka itu tidak boleh dikatakan tidak patut; (4) sudah seharusnya (sepantasnya, selayaknya): orang yang berjasa kepada negara patut diberi penghargaan; penjahat itu patut dihukum seumur hidup; (5) tentu saja;" sebenarnya: patut ia tidak sanggup membayar utang karena uangnya sudah habis"",5";;;;;;;;;;;
2261,perat,(1) tengik (seperti bau minyak kelapa yang sudah lama disimpan); pipih: bola pecak;; susah: masalah ini payah juga dipecahkan; (3) dalam kesulitan (kesukaran, bahaya, dan sebagainya) : kemajuan perkumpulan itu sekarang agak payah; (4) sangat atau berat (tentang sakit): anaknya sakit payah;" (5) usah: keputusan itu diterima baik dengan tidak payah diperiksa lagi"",5";;;;;;;;;;;;;;;;;;;
2268,pereh,(terhuyung-huyung) lelah sekali,5; (2) tengik (tentang rasa dan bau): minyak kepala itu sudah pedar; buah pecak;;;;;;;;;;;;;;;;;;;;;;;
2269,perenial,dapat hidup beberapa tahun terus-menerus (tentang tumbuh-tumbuhan),8; (3) akiasan tajam atau keras (tentang kritik dan sebagainya) ;" (3) kiasan kesal hati: pedar hati, kesal hati"",5"; (2) buta (sebelah mata) yang bola matanya rusak sama sekali: matanya pecak sebelah,5;;;;;;;;;;;;;;;;;;;;;;
2271,peres,penuh sekali hingga rata dengan tepinya (bibirnya);; menyakitkan hati (tentang perkataan dan sebagainya) : tulisan-tulisannya sangat pedas,5;;;;;;;;;;;;;;;;;;;;;;;
2277,perifrastis,istilah linguistik dinyatakan dengan kata-kata terpisah dan bukan dengan infleksi,11; pedih,5;;;;;;;;;;;;;;;;;;;;;;;;
2279,perih,pedih: perut rasa perih karena belum makan,5; megah: namanya pegah ke mana-mana,5;;;;;;;;;;;;;;;;;;;;;;;;
2281,periodik,(1) menurut periode tertentu; (2) kiasan kesal;;;;;;;;;;;;;;;;;;;;;;;;
2285,perlahan,(1) lambat-lambat; pegun (tercengang dan sebagainya),5; jengkel (tentang hati): pegal hati, kesal hati;;;;;;;;;;;;;;;;;;;;;;;
"2287,perlente,""tampak gagah (bagus, apik, tampan, rapi, necis)"; tidak geronggang: batu pejal , batu yang padat keras;;" pegal hatinya karena temannya tidak menepati janjinya"",5";;;;;;;;;;;;;;;;;;;;;;
2291,permanen,tetap (tidak untuk sementara waktu); agak tuli;" granit"",5";;;;;;;;;;;;;;;;;;;;;;;
2293,permisif,bersifat terbuka (serba membolehkan; pekak badak; (2) tidak dapat berbunyi mendencing atau nyaring (tentang uang perak, gamelan, dan sebagainya) ;;;;;;;;;;;;;;;;;;;;;;;
2294,pernikel,cakapan (tidak baku) disadur dengan nikel,8; pilak salah; (2) pura-pura pekak,11;" bengap"",5";;;;;;;;;;;;;;;;;;;;;;
2295,peroi,lunak dan rapuh; lambat,5; keliru;;;;;;;;;;;;;;;;;;;;;;;
2296,peroneal,[anat] berkenaan dengan tulang betis,8; lokek: orang pelit tidak suka memberi sedekah,5;; luput: tidak pelak lagi,5;;;;;;;;;;;;;;;;;;;;;;
2297,perot,pencong (tentang mulut),5; impoten,5;;;;;;;;;;;;;;;;;;;;;;;;
2301,personal,bersifat pribadi atau perseorangan: kepribadian kolektif telah dipecahkan dengan tumbuh dan berkembangnya kepribadian personal yang membawa nilai-nilai subjektif,8;;;;;;;;;;;;;;;;;;;;;;;;;
2302,perus,bengis;;;;;;;;;;;;;;;;;;;;;;;;;
"2303,pesam,""hangat (tentang air): anak yang baru lahir itu dibersihkan dengan air pesam"; (2) banyak memuat: pidato sambutan penuh nasihat bagi kaum tua dan remaja;;;;;;;;;;;;;;;;;;;;;;;;
2304,pesat,(1) cepat sekali: meluncur dengan pesat; giginya pepat; (3) banyak sekali: di lapangan monas pagi-pagi sudah penuh anak berolahraga;;;;;;;;;;;;;;;;;;;;;;;
"2305,pesek,""penyek"; (2) rata; (2) penuh; (4) kiasan tidak kurang dari jumlah yang seharusnya: gajinya sudah dibayar penuh; ia bekerja selama satu bulan penuh; (5) kiasan lengkap; sempurna: kita telah memperoleh kemerdekaan yang penuh,5;;;;;;;;;;;;;;;;;;;
2310,petah,baik dan lancar bertutur kata; (2) masam (seperti rasa cuka);; genap;" tidak kurang sedikit pun: tiga hari pepat"",5";;;;;;;;;;;;;;;;;;;;;
2314,petes,lancar bercakap-cakap (terutama pada anak-anak),5;; paras,5;;;;;;;;;;;;;;;;;;;;;;;
2315,petut,arkais (tidak lazim) lumpuh,5;; (3) kelat;;;;;;;;;;;;;;;;;;;;;;;
2316,peyot,peok; kepik,8;; sepat (seperti rasa pinang),5;;;;;;;;;;;;;;;;;;;;;;
